anual;mes;Territorio;Medida;Valor
2024;Febrero;Granada;Indice de precios hoteleros;132,2
2024;Febrero;Huelva;Indice de precios hoteleros;173,4
2024;Febrero;Jaen;Indice de precios hoteleros;105,5
2024;Febrero;Malaga;Indice de precios hoteleros;137,6
2024;Febrero;Sevilla;Indice de precios hoteleros;118,2
2024;Marzo;Almeria;Indice de precios hoteleros;134,1
2024;Marzo;Cadiz;Indice de precios hoteleros;109,8
2024;Marzo;Cordoba;Indice de precios hoteleros;103,5
2024;Marzo;Granada;Indice de precios hoteleros;146,4
2024;Marzo;Huelva;Indice de precios hoteleros;116,3
2024;Marzo;Jaen;Indice de precios hoteleros;116,2
2024;Marzo;Malaga;Indice de precios hoteleros;148,3
2024;Marzo;Sevilla;Indice de precios hoteleros;119,4
2024;Abril;Almeria;Indice de precios hoteleros;97,9
2024;Abril;Cadiz;Indice de precios hoteleros;118,2
2024;Abril;Cordoba;Indice de precios hoteleros;133,3
2024;Abril;Granada;Indice de precios hoteleros;150,1
2024;Abril;Huelva;Indice de precios hoteleros;133,8
2024;Abril;Jaen;Indice de precios hoteleros;115,9
2024;Abril;Malaga;Indice de precios hoteleros;132,4
2024;Abril;Sevilla;Indice de precios hoteleros;137,4
